id;price;name
Г5511;620;Вебкамера CBR CW530M White, настол., 6 линз, 1,3 МП, микрофон, подсветка USB2.0
Д7470;4490;Фотокамера Canon PowerShot A2600 +4Gb SD+case черный 16Mp 5x 3 720p SDHC NB-11L
Д5205;4990;Фотокамера Canon PowerShot A3500 IS Black 16 млн пикс, 4608 x 3456, 100 - 1600 ISO, Auto ISO,  Zoom
Г7832;225;Лампа CBR CL800ST бел., 8 диодов, USB светодиодная
Г7830;200;Лампа CBR CL900S, серебр., 9 диодов, USB светодиодная
А3865;400;Пружина пластиковая 25 мм, белая, 50 шт.  FS-53482
96185;430;Пружина пластиковая 28 мм  белая 50 шт,
00875;374;Обжимное устройство Hyperline HT-568 обж. для RJ45/RJ12/RJ11
Б3241;192;Обжимное устройство RJ45 Hyperline HT-210C
A2148;19;Efapel Короб 20x12,5  (10030) 1м
A2149;46;Efapel Короб 40*16мм без перегородки 1м
00922;21;Коннектор BNC T-коннектор
70427;9.2;Коннектор PLUG-4P4C-P-C2 mini Телефонный разъем 4P4C RJ-11
Б3404;154;LEG-10411 Кабель-канал 80х35 без крышки
A2723;390;LEG-10419     Кабель-канал 80х50
93438;214;LEG-31611 Рамка х2 мод
93439;99;LEG-31640 Адаптор 20*12,5
91773;30;LEG-30221 Угол внутр./наруж. 20х12.5
91774;36;LEG-30223 Угол плоский 20х12.5
Б1252;330;LEG-04385 Переключатель 250V cо средней точкой
Д1901;228;Елка USB - Coolcox AS-303-6A Новогодняя прозрачная ёлка , 7цв. подсветка
Г7864;229;Часы ASSISTANT AH-1052
Д1057;409;Карандаш для очистки оптики Lenspen LP-1
Д5451;1350;Тонер-картридж совмест. HP CF210A CACTUS для принтеров LaserJet Pro 200 M251/M276, черный, 1600 стр.
Д5453;1440;Тонер-картридж совмест. HP CF212A CACTUS для принтеров LaserJet Pro 200 M251/M276, желтый, 1800 стр.
В5435;526;`Tонер Цв. Совместимый  для HP Color CLJ2600/2605/1600/CM1015/1017 (100 гр/банка) хим. Black
Б7319;627;`Tонер Цв. Совместимый  для HP Color CLJ2600/2605/1600/CM1015/1017 (80 гр/банка) мех. Black
93208;626;Резиновый вал RF5-2601-020 LBP1000/ LJ2100/ iR-/ Smart Base PC -1210/ 1230/ 1270F/ 1310/ 1330/ 1370
13118;1220;Резиновый вал для HP LJ 1200, RF0-1002, Original
В7006;1250;Кресло Престиж/Самба C-19 т/коричневый в крапинку
Д2870;1350;Кресло Престиж/Самба HY-362 (Тигр)
Д1830;5030;Тонер-картридж HP CE413A Magenta 305A LaserJet Toner Cartridge
Г3125;9990;Тонер-картридж HP CE741A Cyan Print Cartridge
В4108;506;Чип к-жа OKI B2200/2200 2k
В4109;607;Чип к-жа OKI B420/440 10k
Д3846;868;НАНО-картриджи Epson T1100 (2xT731HN, T1032-1034) x 5 (BURSTEN II SC10) ICR-EPS-731x2/1032-1034-CH
92713;896;Картридж Canon PG-50 0616B001 черный для Canon Pixma MP150/170  IP2200  большой
Д2904;342;Картридж совмест. HP №940XL C4908 CACTUS (пурпурный) для OfficeJet PRO 8000/8500
Д2905;342;Картридж совмест. HP №940XL C4909 CACTUS (желтый) для OfficeJet PRO 8000/8500
В3538;630;Картридж HP N 88 C9388AE желтый для Officejet Pro K550/K5400/K8600/L7480/L7580/L7590/L7680/L7780
70480;230;Фотобумага Lomond А4, 130гр.,50л, односторонняя, глянцевая (0102017)
04469;255;Фотобумага Lomond А4, 160гр.,100л, односторонняя, матовая (0102005)
Г9500;1850;Антивирус NOD32 NOD32-ESS-1220-BOX11 Smart Security на 1 год на 3 ПК или продление на 20 мес + бонус
Д0251;747;Вебкамера CBR CW555M black, 6 линз, USB. 8МП
Д0252;763;Вебкамера CBR CW555M white, 6 линз, USB. 8МП
Г8838;7430;Фотокамера Casio EX-ZR100 черный 12.75 млн пикс., матрица: 1/2.3, 12.50х увеличение, диафрагма: F3
Г7754;600;Светильник BL-010H/Black настольный, на подставке, черный, лампа галогенная G9 40W (в комплекте)
Г7755;600;Светильник BL-010H/White настольный, на подставке, белый, лампа галогенная G9 40W (в комплекте)
95928;450;Пружина пластиковая 32 мм, белый, 50 шт. FS-53490
В3419;390;Отвертка Hyperline AV-318A угловая с насадками (10 предметов)
Б7141;390;Отвертка Hyperline AV-614 MagicRatch с насадками в кейсе (26 предметов )
72100;88;Efapel Короб 40*40мм с крышкой 1м
Б9258;150;Efapel Короб, 100x60 в комплекте с крышкой (13080)  1м
03041;3.3;Коннектор PLUG-6P4C-P-C2 Телефонный разъем 6P4C RJ-12
A2348;6.6;Коннектор RJ-45 Hyperline PLUG-8P8C-U-C5 (8P8C) под витую пару, категория 5, универс (для однож
Д6111;150;LEG-10520 Крышка DLP 40 мм
A1933;828;LEG-30002 Кабель-канал 65х200 (без крышки)
Б4946;84;LEG-31641 Адаптер 32*16/12,5
А4303;102;LEG-31704 выдвижная панель *3 мод
14868;50;LEG-30251 Угол внутр./наруж. 32х12.5
91775;53;LEG-30253 Угол плоский 32х12.5
Д1899;191;Елка USB - Coolcox CC-301-6 Новогодняя зеленая ёлка , 7цв. подсветка
Д1900;191;Елка USB - Coolcox CC-301B-8 Новогодняя зеленая ёлка , 7цв. подсветка
Г5657;307;Часы ASSISTANT AH-1054 Black
Д1058;526;Карандаш для очистки оптики Lenspen LP-2
99906;275;Набор Defender чистящий Nano Protection Set (CLN 30900)
В8234;278;Кабель DVI-DVI  3 м, dual link для  монитора
00394;13;Аудиокабель  (CD-ROM - Sound Blaster)
Д4062;59;Кабель USB - AF/MicroBM - A-OTG-AFBM-001, 0.15м,  пакет
Д5454;1440;Тонер-картридж совмест. HP CF213A CACTUS для принтеров LaserJet Pro 200 M251/M276, пурпурный, 1800 с
Д0898;1000;Тонер-картридж совмест. HP CF280A Cactus для LJ Pro 400/M401/M425, черный, 2700 стр.
Б7322;627;`Tонер Цв. Совместимый  для HP Color CLJ2600/2605/1600/CM1015/1017 (85 гр/банка) мех. Cyan
В5436;544;`Tонер Цв. Совместимый  для HP Color CLJ2600/2605/1600/CM1015/1017 (85 гр/банка) хим. Cyan
Б5961;114;Ролик заряда HP LJ 1200/5L/5P/AX/3100/1160/1320/1100/1010/1015/3020/P2015
Д7525;140;Ролик заряда HP LJ 1200/5L/6L/5P/1100/1300/1150/1010/1015/3020/1320/1160/P2015  (Uninet)
В3485;1350;Кресло Престиж/Самба Z-01черный кожзам
Г0140;1350;Кресло Престиж/Самба Z-06 беж. кожзам
А4934;8990;Тонер-картридж HP Q2610D двойная упаковка (6000c.) для HP LJ 2300
11940;2890;Тонер-картридж HP Q2612A (2000c.) для HP LJ 1010 Series/3015/3030/1020/1015/3055
Д0882;329;Чип к-жа OKI C110 голубой
Д0884;329;Чип к-жа OKI C110 желтый
Б8242;827;Картридж Canon PG-510 black PIXMA MP240/MP260/MP480 (9 ml) (2970B007/005)
Б9660;594;Картридж Canon PGI-520BK черный для Canon Pixma IP3600/4600/MP540/620/630/980
Д1253;129;Чип ICH-U12 для CE278A/CE285A/CE505X/CE255X/CC364X) HP LJ P1566/1606/P1102/P2055/P3015/P4015/4515
Б6294;650;Картридж HP N121 CC640HE   черный для DJ D2563/F4283
Б6817;1230;Картридж HP N121XL CC641HE  черн. для DJ D2563/F4283
14230;99;Фотобумага Lomond А4, 230гр.,25л, односторонняя, матовая (0102050)
14570;300;Фотобумага Lomond А4, 230гр.,50л, односторонняя, глянцевая (0102022)
14571;190;Фотобумага Lomond А4, 230гр.,50л, односторонняя, матовая (0102016)
Г0328;1130;Антивирус NOD32 Продление NOD32-ESS-RN-3-1-1  Smart Security лицензия на 1 год на 3ПК
Г5589;1000;Антивирус NOD32-ESS-RN-3-1-1 ESET NOD32 Smart Security - продление лицензии на 1 год на 3ПК CARD
Г3227;616;Вебкамера CBR CW800M
Г0938;380;Вебкамера CBR CW808M Traveller, ret
В9909;6990;Фотокамера FujiFilm Real 3D W3 black 10.0Mpix  3.5LCD 3x  ISO 1600
Д7472;2330;Фотокамера Nikon CoolPix L27 серебристый 16.1Mp 5x 2.7 720p 20Mb SDHC AA
Г7756;1000;Светильник BP-1/Nickel настольный, на подставке, цвет никель, лампа энергосберегающая E14 9W, или на
Д5615;1370;Светильник BP-3/Black настольный, E27 черный, max 40Вт (лампой не комплектуется) BP-3/Black
А3689;757;Тестер HL-NCT1 LT-100 для витой пары, коаксиала, телефона
Б4647;866;Тестер Hyperline HL-MNT для витой пары
A1323;87;Efapel Модульный короб,75х50мм, 1 м. 16010CBR (9693)
A1324;15;Efapel Отвод,Т-образный,75х50мм 16011ABR (9694)
Б3663;15;Разъем Hyperline PLUG-8P8C-U-C5-SH RJ-45(8P8C) под витую пару, категория 5, экранированный, универса
70472;43;LEG-30008 Кабель-канал 20х12.5 1м
14866;86;LEG-30015 Кабель-канал 32х12.5 1м
93442;134;LEG-75014 Мозайк рамка * 6 мод
A0412;66;LEG-771001 G.Life Рамка 1 пост, WHITE
92097;197;LEG-30284 Т-отвод 40*12.5-16-20
94040;123;LEG-30291 Внутренний угол 60x16
Д1902;228;Елка USB - Coolcox CC-335-7A Новогодняя прозрачная ёлка на присоске, 7цв. подсветка
Г6120;299;Новогодняя гирлянда Волшебные кисточки (NY1415), длина 2 м, 14 ламп, многоцветное свечениe
Б7575;89;Набор Konoos чистящий для ЖК- экранов спрей 125 мл.+ салфетка, KT-125
В4007;164;Очиститель PARITY профессиональный для пластиковых поверхностей 1000мл. (24006)
В5779;328;Кабель DVI-DVI  4,5 м, dual link для  монитора
В2434;143;Кабель HDMI- DVI, 2.0м, черный, экран.
В1361;20;Аудиокабель Gembird CCA-458, джек 3.5 -  2 тюльпана,  1.5м
Б2155;30;Аудиокабель Gembird CCA-458, джек 3.5 -  2 тюльпана,  2.5м
Д4063;95;Кабель USB - AF/Mini-BM - A-OTG-AFBM-002, 0.15м,  пакет
01130;21;Кабель USB - AM/BM 1.8м
02354;99;Кабель IEEE-1394, 6m-6m, 3м, для соединения камеры с компьютером
01111;30;Кабель 6m - 6f PS/2 удлиннитель клавиатуры, мыши 1.8 м
Б3246;50;Кабель сетевой (питания)  PC-184/2-1.8М 1.8 м для ноутбуков, аудио и видео техники ВОСЬМЕРКА
Д0932;850;Тонер-картридж совмест. HP CF280A NV-project для LJ 400 M401D Pro,400 M401DW Pro,400 M401DN Pro,400
Д0899;1140;Тонер-картридж совмест. HP CF280X Cactus для LJ Pro 400/M401/M425, черный, 6900 стр.
В5438;544;`Tонер Цв. Совместимый  для HP Color CLJ2600/2605/1600/CM1015/1017 (85 гр/банка) хим. Magenta
В5437;544;`Tонер Цв. Совместимый  для HP Color CLJ2600/2605/1600/CM1015/1017 (85 гр/банка) хим. Yellow
В9195;90;Ролик заряда HP LJ 1200/5L/6L/5P/1100/1300/1150/1010/1015/3020/1320/1160/P2015 (Beta)CRH-15
В6767;130;Ролик заряда HP LJ 2100/2300/2400/4000/4050/4200/4250/P3005
Д2869;1350;Кресло Престиж/Самба Z-07 белый кожзам.
Г7494;1350;Кресло Престиж/Самба Z-10 корич. кожзам
Б7558;4680;Тонер-картридж HP Q2612AD/Q2612AF для HP LJ 1010 Series/3015/3030/1020/1015/3055 (2 шт в упаковке)
07901;3450;Тонер-картридж HP Q2613A (2500c.) для HP LJ 1300
Д0883;329;Чип к-жа OKI C110 малиновый
Д0881;329;Чип к-жа OKI C110 черный
92714;574;Картридж Canon PGI-5BK 0628B001 черный для Canon Pixma MP800/MP500/IP5200/IP5200R/IP4200
Г3731;1160;Картридж Canon PGI-5BK 0628B025 двойной черный для Canon Pixma MP800/MP500/IP5200/IP5200R/IP4200
Б6818;1380;Картридж HP N121XL CC644HE  цветн. для DJ D2563/F4283
В9793;380;Картридж HP N122 CH561HE Black Ink Cartridge
Д7448;250;Фотобумага Lomond А4, 85-95гр, 100л глянцевая 102145
Д5357;280;Фотобумага Lomond А4,130гр, 100л матовая, двусторонняя (0102004)
Б2744;399;Антивирус NORTON ANTIVIRUS 2008 RU CD коробка (12775495)
Г9762;1039;Антивирус Касперского 2013 Russian Edition 2-Desktop 1year Base Box (DRKL1149RBBFS)
Г0937;520;Вебкамера CBR CW810M
Г6208;650;Вебкамера CBR CW820M универс. крепление, 5 линз, 1,3 МП, эффекты, микрофон
Д7473;3290;Фотокамера Nikon CoolPix L28 розовый 20Mp 5x 3 720p 27Mb SDHC AA
Д6690;7000;Фотокамера Nikon CoolPix L620 черный 18.1Mp 14x 3 1080p 28Mb SDHC AA
Г7757;1370;Светильник BP-3/White настольный, на подставке, цвет белый, лампа энергосберегающая E27 9W, или нака
Г7764;1810;Светильник DEL-001BL настольный, на подставке, сенсорный вкл. с диммером, черный, лампа светодиодная
Б6018;965;Устройство Hyperline HT-500 обжимное для RJ-45,RJ-12
A1327;15;Efapel Скоба соединительная,75х50мм 16014 ABR (9697)
A1329;15;Efapel Угол внешний ,75х50мм 16016ABR (9699)
A0581;130;LEG-30026 Короб 60*16мм 1м
A1934;296;LEG-30174 Крышка полная 165мм 200*65
В2028;194;LEG-771002 G.Life Рамка 2 пост, WHITE
94041;141;LEG-30292 Внешний угол 60x16
95616;148;LEG-30293 Плоский угол 60x16
Г6118;247;Новогодняя гирлянда Санты ,  мягкая подсветка 7 цв.   AS-310CL
Д7189;110;Пневмораспылитель Defender 120ml   (CLN 30804)
70100;490;Пневмораспылитель Defender 300 ml   (CLN 30802)
В5781;1890;Кабель HDMI- HDMI, 20м, черный, экран.
Б4111;131;Кабель HDMI- HDMI, v1.3,  3.0м, черный, экран.
Б2156;59;Аудиокабель Gembird CCA-458, джек 3.5 -  2 тюльпана,  5м
Б2157;99;Аудиокабель Gembird CCA-458, джек 3.5 -  2 тюльпана, 10м
01131;32;Кабель USB - AM/BM 3м
01858;62;Кабель USB - AM/BM 5м
14481;66;Кабель IEEE1394, 6m-6m, 1.8м, для соединения камеры с компьютером
Б2159;130;Кабель сетевой (питания)  PC-186-ML12 с заземлением для ноутбуков 1.8 м
01119;40;Кабель сетевой (питания)  Европа
Д7029;52;Кабель DB9F-DB9F нульмодемный универсальный 3,0м
03090;27;Разъем DB-25F
Д5934;100;Картридер Foxline CR-302F w/o USB Black
Д2917;9890;Контроллер Adaptec ASR-2405 (PCI-E x8, LP) KIT (SAS/SATAII, RAID 0,1,10, 4port(intSFF8087), 128Mb on
Д0931;990;Тонер-картридж совмест. HP CF280X NV-project для LJ 400 M401D Pro,400 M401DW Pro,400 M401DN Pro,400
A0114;2450;Тонер-картридж совмест. HP Q1338A NV-project для HP LJ 4200
Б7321;627;`Tонер Цв. Совместимый  для HP Color CLJ2600/2605/1600/CM1015/1017 (90 гр/банка) мех. Magenta
Б7320;627;`Tонер Цв. Совместимый  для HP Color CLJ2600/2605/1600/CM1015/1017 (90 гр/банка) мех. Yellow
Г5180;129;Ролик заряда HP LJ P1005/P1006/P1505 (Beta)CRH-36/85
Г7428;131;Ролик заряда HP LJ P2035/2055 (Beta)CRH-05
Д6503;7180;Кресло руководителя buro Ch-593ASX Black черный V398-20
Д6504;7180;Кресло руководителя buro Ch-593ASX G серый V398-12
07950;2880;Тонер-картридж HP Q2624A (2500c.) для HP LJ 1150
91426;3360;Тонер-картридж HP Q3962A yellow  for Color LaserJet 2550
В9526;426;Чип к-жа OKI C3400, C3300, C3450, C3600, C3530, MC350, MC360 CMYK (2500 pages) - универсальный
Г7105;898;Чип к-жа OKI C810/830 CMYK универсальный
Г5247;685;Картридж Canon PGI-9 Clear прозрачный (2442B001)
Г3390;480;Картридж HP N122 CH562HE цветной Ink Cartridge
Г5470;1250;Картридж HP N122XL CH563HE (черный) HP DeskJet 1050/2050/2050s
А3915;163;Фотобумага Lomond самоклеящаяся, А4 белая, 65 делений (38*21,2), 90мкр, 50л  2100215
Д4485;1010;Антивирус Касперского 2013 Russian Edition. 2-Desktop 1 year Base DVD box (KL1149RXBFS)
Д5647;1200;Антивирус Касперского 2014 Russian Edition 2-Desktop 1year Base Box (DRKL1154RBBFS)
Д3692;330;Вебкамера CBR CW833M Green, универс. крепление, 4 линзы, 1,3 МП, эффекты, микрофон, CW 833M Green
Д3693;330;Вебкамера CBR CW833M Orange, универс. крепление, 4 линзы, 1,3 МП, эффекты, микрофон, CW 833M Orange
Д7474;3490;Фотокамера Nikon CoolPix S2700 серебристый 16Mp 6x 2.7 720p 42Mb SDXC EN-EL19
Д5410;4290;Фотокамера Nikon Coolpix S3500 Black 20,1 млн пикс,    5152 x 3864, 80 - 3200 ISO, Auto ISO,  Zoom 7
Г7765;1840;Светильник DEL-001WH настольный, на подставке, сенсорный вкл. с диммером, белый, лампа светодиодная
Г7767;510;Светильник DEL-006BL настольный, на подставке, черный, LED, 30 светодиодов+адаптер USB (в комплекте)
A1322;21;Efapel Угол внешний ,90х65мм 16056ABR (9548)
A1325;15;Efapel Угол внутренний ,75х50мм 16012ABR (9695)
95657;41;LEG-30290 Заглушка для кабель-канала 60x16
93450;50;LEG-30300 Торцевая заглушка 75*20
93037;90;Салфетки Defender Eco для экранов всех типов (CLN 30320) (80шт)
11076;116;Салфетки Defender влажные в тубе (CLN 30100) (110шт)
Б4112;392;Кабель HDMI- HDMI, v1.3,  7.5м, черный, экран.
В5780;958;Кабель HDMI- HDMI, v1.3, 15м, черный, экран.
В7769;164;Аудиокабель Gembird CCA-458, джек 3.5 -  2 тюльпана, 20м
Д2081;39;Аудиокабель удлиннитель , джек 3.5 -   джек 3.5,  1.5м
Г4596;112;Кабель USB - AM/BM Профессиональный,  4.5м
В1989;63;Кабель USB - AM/BM Профессиональный, феррит.кольц., 1.8м (Gembird)
В1990;83;Кабель USB - AM/BM Профессиональный, феррит.кольц., 3.0м (Gembird)
71115;55;Кабель сетевой (питания)  Европа 3m
91174;65;Кабель сетевой (питания)  Европа 5m
01121;40;Кабель сетевой (питания) монитор/компьютер 1,8метра
В9727;827;Контроллер PCI-E USB 3.0 2-port NEC D720200F1
Д3461;443;Контроллер ST-Lab U191 USB TO LPT/EPP IEEE1284 PRINTER CABLE ,Retail
Г7309;530;Контроллер SATA 4ports RAID/PCI-EX/IDE
В6275;3360;Контроллер SATA Promise SATA300 TX4302, PCI, 4*SATAII, NCQ, low profile
Д2591;439;Контроллер AGEStar (as-prs2-65) PCI to COM 2-ports
В8048;2550;Сканер Canon CanoScan LiDE 110 USB 2400x4800 dpi A4
A0115;2390;Тонер-картридж совмест. HP Q1339A NV-project для HP LJ 4300
Г7812;2390;Тонер-картридж совмест. HP Q2610A Cactus для Laser Jet 2300/ 2300L. 6000 стр.
95708;916;`Tонер Цв. Совместимый  для HP Color LJ 1500/2500/2550  140г желтый
95709;916;`Tонер Цв. Совместимый  для HP Color LJ 1500/2500/2550  140г красный
Г7404;263;Ролик захвата HP LJ 1005/1006   RL1-1443/ RL1-1442
В3841;294;Ролик захвата HP LJ 1100/ 3200/ LBP-1120/ LBP-800/ 810 ROLLHP RB2-4026-000 (код 3201)(Pick-Up)
Д6506;5410;Кресло руководителя buro Ch-661AXSN Blue синий V398-86
Д6507;5410;Кресло руководителя buro Ch-661AXSN Green зеленый V398-42
A0774;5880;Тонер-картридж HP Q5942A for LJ 4250/4350 (10000 pages)
92655;6190;Тонер-картридж HP Q5949X (6000с.) для LaserJet 1320 6K.
Г1517;898;Чип к-жа OKI C810/830 голубой
Г1519;898;Чип к-жа OKI C810/830 желтый
В9794;1120;Картридж HP N122XL CH564HE Tri-color Ink Cartridge
90063;1390;Картридж HP N130 C8767HE черный for DJ 6543/5743/5740/6843, PS 8153/8453 21ml.
Д4486;1600;Антивирус Касперского Internet Security 2013 Russian Edition. 2-Desktop 1 year Base DVD box (KL1849R
Д5705;1580;Антивирус Касперского Internet Security 2014 Russian Edition. 2-Device 1 year Base Box KL1941RBBFS
Д1455;290;Вебкамера CBR CW834M Blue, универс. крепление, 4 линзы, 1,3 МП, эффекты, микрофон
Д1456;290;Вебкамера CBR CW834M Yellow, универс. крепление, 4 линзы 1,3 МП, эффекты, микрофон
Д5204;4290;Фотокамера Nikon Coolpix S3500 Purple 20,1 млн пикс, 	5152 x 3864, 80 - 3200 ISO, Auto ISO,  Zoom	7x
Д5411;4290;Фотокамера Nikon Coolpix S3500 Red 20,1 млн пикс,    5152 x 3864, 80 - 3200 ISO, Auto ISO,  Zoom 7x,
В7585;510;Светильник DPL-008.6GR настольный, на струбцине, серый, лампа G23 11 Вт
A1318;21;Efapel Угол внутренний ,90х65мм 16052ABR (9544)
A1326;15;Efapel Угол плоский,75х50мм 16013ABR (9696)
A1935;130;LEG-30450 Заглушка 200*65
Б4949;40;LEG-31203 Заглушка торц.д/к-к 32х12.5
94437;143;Салфетки Defender для мониторов (CLN 30102) (100шт)
Б7573;33;Салфетки Konoos для ЖК-кранов ноутбуков, смартфонов, КПК, покетпак, 15 шт KSN-15
Д4041;1390;Кабель HDMI- HDMI, v1.3, 20м, черный, экран.
Д5264;360;Кабель HDMI- HDMI, v1.4,  1,8 м, разъемы вращ. на 180град., 24GOLD KRAULER
Д6861;39;Аудиокабель удлиннитель , джек 3.5 -   джек 3.5,  3.0м (CCA-423-3M)
Д6862;49;Аудиокабель удлиннитель , джек 3.5 -   джек 3.5,  5.0м
В2373;103;Кабель USB - AM/BM Профессиональный, феррит.кольц., 4.5м (Gembird)
02524;99;Кабель USB - удлиннитель AM/AF - 5 метров
01122;50;Кабель сетевой (питания) монитор/компьютер 3 метра
01123;70;Кабель сетевой (питания) монитор/компьютер 5 метров
Г3739;224;Контроллер USB2.0 AgeStar as-pu241-v, в PCI, порты: 4 х внешн. + 1 х внутр. USB 2.0 (VIA chip)
14276;226;Контроллер USB2.0, PCI, 4*Ext, 1*int
Д2592;627;Контроллер AGEStar (as-prs4-65) PCI to COM 4-port
Д3118;399;Контроллер AGEStar (pmpl1) PCMCIA to LPT
Д6149;4390;Сканер Epson Perfection V37
Д6304;2550;Сканер HP Scanjet 200 Flatbed
В2716;7290;Автоподатчик оригиналов Sharp AR-SP9 (SPF) на 50 листов для AR-201203E
Д6397;2230;МФУ Canon PIXMA MG2245 A4
В5718;1350;Принтер Canon Pixma iP2700 A4 A4, 4800*1200dpi, 7/4.8стр/мин, 4 цвета, USB2.0, печать без полей
Д4911;8290;Крэдл для MC31xx производства Honeywell Batteries. В комплекте с блоком питания.
13067;1370;Тонер-картридж совмест. HP Q2610A NV-project (6000c.) для HP LJ 2300
В6170;430;Тонер-картридж совмест. HP Q2612A Cactus для Laser Jet 1010/ 1012/ 1015/ 1018/ 1020/ 1020 Plus/ 1022
95710;916;`Tонер Цв. Совместимый  для HP Color LJ 1500/2500/2550  140г синий
95711;954;`Tонер Цв. Совместимый  для HP Color LJ 1500/2500/2550  160г черный
Д5128;330;Ролик захвата HP LJ P1505/M1522 MFP RL1-1497-000CN
Д1878;450;Ролик захвата из кассеты HP LJ P2030/P2050/P2055 (о) RM1-6414-000CN
Г4436;3080;Кресло руководителя buro Ch-808AXSN/#Black (черное 80-11)
Г7758;3080;Кресло руководителя buro Ch-808AXSN/Grey (10-128)
Г7946;11290;Тонер-картридж HP Q5949XD Dual Pack для LJ 1320/3390/3392
93424;3490;Тонер-картридж HP Q6002A для HP 2600N желтый
Г1518;898;Чип к-жа OKI C810/830 малиновый
Г1516;898;Чип к-жа OKI C810/830 черный
71775;1550;Картридж HP N134 C9363HE цветной for DJ 6543/5743/5740/6843, PS 8153/8453/1613 14 ml
Д5649;880;Продление Антивирус Касперского 2014 Rus 2-Пк на 1 год (Карточка продления) KL1154ROBFR
Д7299;2900;Продление Антивирус Касперского Internet Security 2014 Multi-Device Russian Ed. 5-пользователей 1 го
Г6209;665;Вебкамера CBR MF700 Mr.Mumps
Д6374;17290;Фотокамера Nikon D3100 RED AF-S DX NIKKOR 18-55 мм VR KIT 14.80 млнпикс.,матр:23.0х15.5мм,SD,RAW,3ка
Д6375;3750;Фотокамера Panasonic Lumix DMC-FS50 розовый 16.6 млн пкс. 4608 x 3456 Zoom	5x  F2.8 - F6.9
A1319;21;Efapel Угол плоский,90х65мм 16053ABR (9545)
Б7571;89;Салфетки Konoos для ЖК-экранов в банке, 100 шт, KBF-100
В1799;89;Салфетки Konoos для комп. техники в банке, 100 шт. KBU-100
Д5266;270;Кабель HDMI- HDMI, v1.4,  1,8 м, разъемы угловые 90град., 24GOLD KRAULER
Д2854;142;Кабель HDMI- HDMI, v1.4,  1.0 м, черный, экран.
Д1414;73;Кабель 3,5мм джек- 2х RCA 1.5м Belsis межблочный
Г7207;1160;Кабель 3,5мм джек- 2х RCA 15м
Б2163;63;Кабель USB - удлиннитель AM/AF - Профессиональный кабель удлинитель,  1,8м
Б2162;83;Кабель USB - удлиннитель AM/AF - Профессиональный кабель удлинитель,  3м
В8224;301;Концентратор USB 2.0 3Cott 2009B, 4 порта, с подставкой под мобильный телефон, черный
Д2856;197;Концентратор USB 2.0 A4-Hub-57
Г8828;360;Контроллер PCI COM 2-port WCH352 bulk
Д5566;750;Контроллер PCI COM 4-port WCH353 bulk
Д6305;2990;Сканер HP Scanjet 300 Flatbed
В7823;2780;Сканер HP ScanJet G2410  1200 т/д , 48 бит. USB, пр
Д7439;4550;МФУ Brother DCP-1512R принтер/копир/сканер А4
Д6414;6890;МФУ Canon MF3010EX А4 лазерный, 18 стр / мин, 1200x600 dpi, USB 2.0. дополнительный картридж 1600с (
Д7684;1850;МФУ Canon PIXMA MG2440
Д6727;2190;МФУ Canon PIXMA MG2540, струйное A4, 4800*600dpi, 8/4стр/мин, 4 цвета, копир, 1.6стр/мин, сканер CIS
Д3115;3550;Принтер Canon PIXMA iP7240, A4, 9600*2400, 15/10стр/мин, 5 цветов, USB2.0, WiFi, печать без полей, п
Д4855;7695;Принтер Epson M100 C11CC84311
Б1706;20590;Терминал сбора данных (лазерный) CIPHER 8001L, 2MB c USB подставкой
Б1150;113;Лента-термотрансферн 60 мм на 74м (Argox A-200)
Д1320;8780;Принтер этикеток TSC TDP-225 SU
12535;550;Тонер-картридж совмест. HP Q2612A NV-project (2000c.) для HP LJ 1010 Series
Д2392;2110;Тонер-картридж совмест. HP Q2612A PREMIUM Cactus для Laser Jet 1010/1012/1015/1018/1020/1022/3015/30
В5990;987;`Tонер Цв. Совместимый для HP CLJ5500/5550 (340г/банка) Black
В5991;987;`Tонер Цв. Совместимый для HP CLJ5500/5550 (340г/банка) cyan
Б9727;192;Ролик захвата из кассеты HP LJ1160/1320/P2015 Взаимозаменяем с RB2-6304 (o) RL1-0540-000
Г4091;177;Ролик захвата из кассеты, лоток 2/3 HP LJ2100/2200/2300  RB2-6304-000/RB2-2891-000
Г7759;3480;Кресло руководителя buro CH-818AXSN (черное 15-21)
Д7006;4990;Кресло руководителя buro CH-825S/Black+Gr черный серый вставка иск.кожа (пластик серебристый)
92460;4990;Тонер-картридж HP Q6511A  ( 6000 c) для HP LJ 2410, 2420, 2430
Б2884;4190;Тонер-картридж HP Q7551A для  3005/3027/3035
Г5133;700;Чип к-жа OKI C8600,8800 CMYK 6K
Б7224;655;Чип к-жа OKI C9600,9800 Black     UniNet (USA)
Б6287;800;Картридж HP N141 CB337HE сolour для DJ D4263/D4363/D5360 Officejet J5783/J6413 Photosmart C4273/C428
В1429;420;Картридж HP N178 CB319HE Magenta для Photosmart D5463
Д5706;1150;Продление Антивирус Касперского Internet Security 2014 Russian Edition. 2-Desktop 1 year Renewal Car
Г6627;650;Вебкамера Crown CMC-P02 + гарнитура (набор для видео общения)
Г6628;650;Вебкамера Crown CMC-P03 + гарнитура (набор для видео общения)
Д6376;3750;Фотокамера Panasonic Lumix DMC-FS50 чёрный 16.6 млн пкс. 4608 x 3456 Zoom  5x  F2.8 - F6.9
Д5413;17450;Фотокамера Panasonic Lumix DMC-GF5K Kit 14-42 мм белый
В7038;20;Кабель-канал 16х16
